CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1684729,16000073891,201673891,074,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,03/01/2016 06:49:02 PM,56XX BLOCK OF 16 AV SW,F,F1,10800.3014,-122.35483,47.54926,"(47.54926, -122.35483)","AUTO - THEFT/LOSS, PLATES AND/OR TAB",AUTO THEFTS,AUTO RECOVERIES,03/01/2016 05:16:52 PM
1684631,16000074020,201674020,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 06:47:38 PM,N 143 ST / LINDEN AV N,N,N1,401.1006,-122.347786,47.73231,"(47.73231, -122.347786)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 05:31:04 PM
1684635,16000073884,201673884,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,03/01/2016 06:39:24 PM,8XX BLOCK OF 29 AV S,G,G3,8900.2013,-122.29541,47.595135,"(47.595135, -122.29541)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,03/01/2016 03:46:19 PM
1684638,16000073583,201673583,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/01/2016 06:36:52 PM,137XX BLOCK OF LAKE CITY WY NE,L,L3,100.2002,-122.29228,47.729202,"(47.729202, -122.29228)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 05:24:45 PM
1684628,16000074060,201674060,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 06:34:30 PM,63XX BLOCK OF CALIFORNIA AV SW,W,W3,10600.3004,-122.3872,47.54636,"(47.54636, -122.3872)",SHOTS - IP/JO - INCLUDES HEARD/NO ASSAULT,WEAPONS CALLS,GUN CALLS,03/01/2016 06:05:23 PM
1684621,16000073668,201673668,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 06:28:17 PM,15XX BLOCK OF 12 AV S,R,R1,9300.1027,-122.317276,47.58921,"(47.58921, -122.317276)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 01:54:53 PM
1684619,16000073826,201673826,350,HAZARDS,HAZARDS,HAZARDS,03/01/2016 06:25:48 PM,74XX BLOCK OF GATEWOOD RD SW,W,W3,11600.1010,-122.38524,47.53654,"(47.53654, -122.38524)","WIRES DOWN (PHONE, ELECTRICAL,ETC.)",HAZARDS,HAZARDS,03/01/2016 03:23:35 PM
1684620,16000073710,201673710,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 06:25:06 PM,45XX BLOCK OF S HOLLY ST,S,S2,11101.4023,-122.275925,47.54246,"(47.54246, -122.275925)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/01/2016 02:40:40 PM
1684617,16000073997,201673997,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 06:16:10 PM,1XX BLOCK OF BROADWAY E,E,E1,7402.1010,-122.32086,47.619324,"(47.619324, -122.32086)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 04:57:09 PM
1684604,16000073854,201673854,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 06:13:29 PM,NW 49 ST / 15 AV NW,B,B1,4700.2036,-122.37613,47.664394,"(47.664394, -122.37613)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 03:49:19 PM
1684608,16000073722,201673722,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 06:09:30 PM,CALIFORNIA AV SW / SW CHARLESTOWN ST,W,W2,9800.5014,-122.38677,47.57019,"(47.57019, -122.38677)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 02:30:18 PM
1684609,16000073717,201673717,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/01/2016 06:09:13 PM,1XX BLOCK OF NW 36 ST,B,B2,4800.3055,-122.35831,47.65311,"(47.65311, -122.35831)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 03:33:36 PM
1684603,16000073874,201673874,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 06:08:37 PM,SW MORGAN ST / 32 AV SW,F,F1,10702.3001,-122.37376,47.544666,"(47.544666, -122.37376)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 03:44:10 PM
1684605,16000073825,201673825,350,HAZARDS,HAZARDS,HAZARDS,03/01/2016 06:08:33 PM,55XX BLOCK OF 24 AV NW,B,B1,3200.3006,-122.38758,47.669067,"(47.669067, -122.38758)","TREES DOWN, OBSTRUCTING PUBLIC PROP (NO HAZ)",TREES DOWN,TREES DOWN,03/01/2016 03:27:33 PM
1684606,16000073821,201673821,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 06:07:33 PM,90XX BLOCK OF 17 AV SW,F,F2,11402.2000,-122.35646,47.52195,"(47.52195, -122.35646)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/01/2016 03:47:35 PM
1684601,16000073955,201673955,192,MISDEMEANOR WARRANT SERVICE,WARRANT CALLS,ARREST,03/01/2016 06:04:19 PM,11 AV / E OLIVE ST,E,E2,7500.5009,-122.31818,47.61642,"(47.61642, -122.31818)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 04:31:15 PM
1684610,16000073553,201673553,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/01/2016 06:03:19 PM,5XX BLOCK OF S CLOVERDALE ST,F,F3,11200.1022,-122.3269,47.526478,"(47.526478, -122.3269)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 03:48:31 PM
1684607,16000073786,201673786,161,TRESPASS,TRESPASS,TRESPASS,03/01/2016 06:03:00 PM,140XX BLOCK OF MIDVALE AV N,N,N2,300.2015,-122.34397,47.7314,"(47.7314, -122.34397)",TRESPASS,TRESPASS,TRESPASS,03/01/2016 03:08:51 PM
1684600,16000073976,201673976,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 06:01:08 PM,1 AV / SENECA ST,K,K1,8100.1006,-122.33755,47.60612,"(47.60612, -122.33755)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 04:53:50 PM
1685186,16000074017,201674017,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/01/2016 06:00:21 PM,10XX BLOCK OF DENNY WY,D,D3,7300.3017,-122.33658,47.618526,"(47.618526, -122.33658)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 05:26:35 PM
1684599,16000074007,201674007,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/01/2016 05:51:58 PM,19XX BLOCK OF 2 AV,M,M1,8002.1002,-122.3411,47.611347,"(47.611347, -122.3411)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/01/2016 05:21:08 PM
1684588,16000073928,201673928,161,TRESPASS,TRESPASS,TRESPASS,03/01/2016 05:38:39 PM,10XX BLOCK OF 4 AV,K,K1,8100.2023,-122.33324,47.606445,"(47.606445, -122.33324)",TRESPASS,TRESPASS,TRESPASS,03/01/2016 04:41:46 PM
1684591,16000073810,201673810,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 05:38:10 PM,RAINIER AV S / S ELMGROVE ST,S,S2,11800.6000,-122.26999,47.53035,"(47.53035, -122.26999)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 03:12:52 PM
1684590,16000073815,201673815,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 05:38:10 PM,18XX BLOCK OF 14 AV,C,C1,7500.2004,-122.31429,47.618202,"(47.618202, -122.31429)",BURG - IP/JO - RES (INCL UNOCC STRUCTURES),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 03:05:35 PM
1684593,16000073757,201673757,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 05:30:55 PM,100XX BLOCK OF INTERLAKE AV N,N,N3,1300.1015,-122.340614,47.702328,"(47.702328, -122.340614)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 04:27:04 PM
1684632,16000074013,201674013,161,TRESPASS,TRESPASS,TRESPASS,03/01/2016 05:28:10 PM,3XX BLOCK OF SUMMIT AV E,E,E1,7401.4003,-122.3253,47.62141,"(47.62141, -122.3253)",TRESPASS,TRESPASS,TRESPASS,03/01/2016 05:24:02 PM
1684580,16000073695,201673695,371,PROPERTY - MISSING,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 05:21:16 PM,97XX BLOCK OF 57 AV S,S,S3,11800.3015,-122.26204,47.514267,"(47.514267, -122.26204)","SECONDARY - PROPERTY, LOST OR MISSING","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 04:12:12 PM
1684575,16000073971,201673971,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/01/2016 05:20:00 PM,4XX BLOCK OF 2 AV S,K,K3,9200.2002,-122.33139,47.601074,"(47.601074, -122.33139)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/01/2016 04:46:15 PM
1684561,16000073892,201673892,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 05:19:52 PM,1 AV / STEWART ST,M,M1,8100.3006,-122.34135,47.610275,"(47.610275, -122.34135)",FOUND - PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 03:50:07 PM
1684581,16000073687,201673687,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/01/2016 05:19:00 PM,S JACKSON ST / 23 AV S,G,G3,9000.1007,-122.30224,47.59928,"(47.59928, -122.30224)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,03/01/2016 04:10:38 PM
1684578,16000073790,201673790,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 05:18:35 PM,WEST SEATTLE BR WB / CHELAN AV SW,W,W1,9900.4046,-122.36165,47.57159,"(47.57159, -122.36165)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 03:47:10 PM
1684579,16000073732,201673732,171,PARKS EXCLUSION,PARKS EXCLUSIONS,MISCELLANEOUS MISDEMEANORS,03/01/2016 05:12:51 PM,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.3002,-122.29284,47.723797,"(47.723797, -122.29284)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/01/2016 02:16:06 PM
1684577,16000073858,201673858,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 05:11:13 PM,7XX BLOCK OF N 78 ST,J,J3,2800.1006,-122.34856,47.68549,"(47.68549, -122.34856)",CHILD - LURING,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 03:40:58 PM
1684568,16000073657,201673657,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 05:05:54 PM,S CHARLESTOWN ST / 36 AV S,R,R2,10100.5019,-122.288284,47.569763,"(47.569763, -122.288284)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 01:05:12 PM
1684563,16000073873,201673873,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 05:04:37 PM,2 AV / PIKE ST,M,M1,8100.3003,-122.338905,47.609283,"(47.609283, -122.338905)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 04:17:13 PM
1684567,16000073702,201673702,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 05:03:34 PM,77XX BLOCK OF BAGLEY AV N,J,J3,2700.3008,-122.331566,47.685955,"(47.685955, -122.331566)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 01:46:10 PM
1684569,16000073439,201673439,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 05:03:29 PM,W DENNY WY / WESTERN AV,Q,Q3,7100.1020,-122.35736,47.618607,"(47.618607, -122.35736)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 12:54:14 PM
1684560,16000073909,201673909,440,MOTORIST ASSIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 05:01:12 PM,ALASKAN WY VI SB / COLUMBIA ST ON RP,K,K1,8100.1058,-122.33671,47.602238,"(47.602238, -122.33671)",TRAFFIC - ASSIST MOTORIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 04:09:32 PM
1684566,16000073743,201673743,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 04:57:02 PM,47XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.2001,-122.31309,47.663998,"(47.663998, -122.31309)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 02:37:41 PM
1684562,16000073878,201673878,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 04:55:41 PM,15 AV NW / NW MARKET ST,B,B1,4700.3020,-122.37621,47.668663,"(47.668663, -122.37621)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 04:28:18 PM
1684556,16000073947,201673947,161,TRESPASS,TRESPASS,TRESPASS,03/01/2016 04:52:23 PM,1XX BLOCK OF MERCER ST,Q,Q3,7000.3021,-122.35475,47.624577,"(47.624577, -122.35475)",TRESPASS,TRESPASS,TRESPASS,03/01/2016 04:31:42 PM
1684551,16000073626,201673626,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/01/2016 04:49:34 PM,16XX BLOCK OF S LANE ST,G,G3,9000.2031,-122.31028,47.59665,"(47.59665, -122.31028)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/01/2016 12:38:59 PM
1684550,16000073675,201673675,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 04:49:20 PM,RAVENNA AV NE / NE 55 ST,U,U1,4301.3012,-122.303894,47.668697,"(47.668697, -122.303894)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 01:18:23 PM
1684549,16000073763,201673763,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 04:49:06 PM,6 AV / DENNY WY,D,D2,7200.2008,-122.34501,47.61856,"(47.61856, -122.34501)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 02:34:52 PM
1684543,16000073598,201673598,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 04:25:26 PM,100XX BLOCK OF 68 AV S,S,S3,11900.1005,-122.24836,47.51007,"(47.51007, -122.24836)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 12:34:13 PM
1684537,16000073833,201673833,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 04:17:41 PM,15XX BLOCK OF N 115 ST,N,N2,600.4020,-122.33809,47.712303,"(47.712303, -122.33809)","TREES DOWN, OBSTRUCTING PUBLIC PROP (NO HAZ)",TREES DOWN,TREES DOWN,03/01/2016 03:30:46 PM
1684540,16000073744,201673744,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/01/2016 04:17:27 PM,72XX BLOCK OF AURORA AV N,J,J3,2700.4028,-122.34449,47.681465,"(47.681465, -122.34449)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/01/2016 03:32:44 PM
1684542,16000073700,201673700,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/01/2016 04:15:58 PM,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615,47.708603,"(47.708603, -122.324615)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 02:24:45 PM
1684539,16000073796,201673796,350,HAZARDS,HAZARDS,HAZARDS,03/01/2016 04:15:15 PM,31XX BLOCK OF 16 AV S,R,R1,10002.1012,-122.31207,47.57554,"(47.57554, -122.31207)","TREES DOWN, OBSTRUCTING PUBLIC PROP (NO HAZ)",TREES DOWN,TREES DOWN,03/01/2016 02:58:54 PM
1684522,16000073777,201673777,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/01/2016 04:14:51 PM,8XX BLOCK OF MAYNARD AV S,K,K3,9300.1008,-122.32507,47.595417,"(47.595417, -122.32507)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 02:55:37 PM
1684541,16000073701,201673701,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/01/2016 04:12:29 PM,SUMMIT AV / E UNION ST,E,E3,8400.1011,-122.32546,47.612988,"(47.612988, -122.32546)",TRU - THEFT,OTHER PROPERTY,THEFT,03/01/2016 01:41:17 PM
1684525,16000073676,201673676,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/01/2016 03:58:19 PM,5XX BLOCK OF E PIKE ST,E,E3,8400.1011,-122.32499,47.61409,"(47.61409, -122.32499)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 01:18:25 PM
1684520,16000073788,201673788,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 03:55:59 PM,8 AV NE / NE 45 ST,U,U2,5200.5006,-122.319565,47.66131,"(47.66131, -122.319565)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 03:01:56 PM
1684524,16000073712,201673712,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/01/2016 03:53:17 PM,28XX BLOCK OF RAINIER AV S,R,R2,10001.1003,-122.29784,47.577938,"(47.577938, -122.29784)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 02:14:28 PM
1684526,16000073637,201673637,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/01/2016 03:52:52 PM,21XX BLOCK OF E REPUBLICAN ST,C,C2,7600.1014,-122.30413,47.623196,"(47.623196, -122.30413)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/01/2016 02:08:19 PM
1684512,16000073550,201673550,161,TRESPASS,TRESPASS,TRESPASS,03/01/2016 03:52:51 PM,45XX BLOCK OF WALLINGFORD AV N,B,B3,5100.1023,-122.33643,47.661736,"(47.661736, -122.33643)",TRESPASS,TRESPASS,TRESPASS,03/01/2016 11:51:14 AM
1684523,16000073745,201673745,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 03:52:31 PM,E THOMAS ST / 23 AV E,C,C2,7700.2013,-122.30248,47.621372,"(47.621372, -122.30248)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 02:25:26 PM
1684527,16000073450,201673450,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,03/01/2016 03:52:19 PM,6XX BLOCK OF 1 AV N,Q,Q3,7000.3021,-122.3554,47.625015,"(47.625015, -122.3554)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,03/01/2016 11:51:39 AM
1684513,16000073540,201673540,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/01/2016 03:48:21 PM,5XX BLOCK OF S CLOVERDALE ST,F,F3,11200.1022,-122.3269,47.526478,"(47.526478, -122.3269)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/01/2016 11:41:48 AM
1684511,16000073633,201673633,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 03:38:11 PM,53XX BLOCK OF RAVENNA PL NE,U,U1,4302.2001,-122.30247,47.6676,"(47.6676, -122.30247)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 01:59:45 PM
1684514,16000073500,201673500,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 03:35:42 PM,16XX BLOCK OF 15 AV,C,C1,7500.2008,-122.31277,47.615868,"(47.615868, -122.31277)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 12:26:24 PM
1684515,16000073329,201673329,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 03:33:23 PM,25XX BLOCK OF E NEWTON ST,C,C2,6200.1061,-122.29998,47.637905,"(47.637905, -122.29998)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 08:22:00 AM
1684508,16000073822,201673822,410,ABANDONED VEHICLE,PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/01/2016 03:32:47 PM,10XX BLOCK OF SENECA ST,E,E3,8300.1001,-122.327,47.610535,"(47.610535, -122.327)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,03/01/2016 03:08:36 PM
1684510,16000073707,201673707,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 03:30:05 PM,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.33617,47.616055,"(47.616055, -122.33617)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 01:42:58 PM
1685021,16000073720,201673720,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 03:29:06 PM,3XX BLOCK OF 9 AV,G,G1,8500.3001,-122.32344,47.60413,"(47.60413, -122.32344)",MISSING - ADULT,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 01:55:19 PM
1684498,16000073689,201673689,064,SHOPLIFT,THEFT,SHOPLIFTING,03/01/2016 03:28:39 PM,47XX BLOCK OF 44 AV SW,W,W2,10500.5013,-122.38815,47.560238,"(47.560238, -122.38815)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/01/2016 01:40:34 PM
1684500,16000073532,201673532,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 03:12:14 PM,5XX BLOCK OF ROY ST,Q,Q3,7200.1014,-122.34691,47.62542,"(47.62542, -122.34691)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 12:07:21 PM
1684499,16000073673,201673673,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 03:11:36 PM,5XX BLOCK OF ROY ST,Q,Q3,7200.1014,-122.34691,47.62542,"(47.62542, -122.34691)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 01:16:10 PM
1684493,16000073610,201673610,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 03:05:02 PM,14XX BLOCK OF NW 63 ST,B,B1,3300.3007,-122.37489,47.674545,"(47.674545, -122.37489)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 01:24:43 PM
